ticker,year,value,source,source_url,retrieved,note
TAP,2023,1.119,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"47 recordable cases (10 days-away, 22 restricted) / 8396765 hours at 9 establishments, 4057 avg employees; matched by ein 0, sec name 4, ex-21 subsidiary 5; sites listed in social/raw/osha_establishments.csv"
TAP,2024,1.536,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"74 recordable cases (21 days-away, 27 restricted) / 9633114 hours at 8 establishments, 4565 avg employees; matched by ein 0, sec name 5, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
TDG,2022,5.079,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"156 recordable cases (30 days-away, 38 restricted) / 6143206 hours at 19 establishments, 3121 avg employees; matched by ein 0, sec name 3, ex-21 subsidiary 16; sites listed in social/raw/osha_establishments.csv"
TDG,2023,3.598,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"150 recordable cases (16 days-away, 32 restricted) / 8338266 hours at 25 establishments, 3850 avg employees; matched by ein 0, sec name 5, ex-21 subsidiary 20; sites listed in social/raw/osha_establishments.csv"
TDG,2024,1.973,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"71 recordable cases (16 days-away, 30 restricted) / 7197961 hours at 21 establishments, 3592 avg employees; matched by ein 0, sec name 4, ex-21 subsidiary 17; sites listed in social/raw/osha_establishments.csv"
TDY,2022,1.592,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"57 recordable cases (21 days-away, 9 restricted) / 7159367 hours at 32 establishments, 3631 avg employees; matched by ein 2, sec name 7, ex-21 subsidiary 23; sites listed in social/raw/osha_establishments.csv"
TDY,2023,1.061,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"48 recordable cases (19 days-away, 16 restricted) / 9046245 hours at 39 establishments, 4628 avg employees; matched by ein 2, sec name 8, ex-21 subsidiary 29; sites listed in social/raw/osha_establishments.csv"
TDY,2024,1.168,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"49 recordable cases (20 days-away, 15 restricted) / 8389235 hours at 33 establishments, 4220 avg employees; matched by ein 2, sec name 7, ex-21 subsidiary 24; sites listed in social/raw/osha_establishments.csv"
TECH,2023,0.336,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"5 recordable cases (3 days-away, 0 restricted) / 2973315 hours at 4 establishments, 1611 avg employees; matched by ein 0, sec name 1, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
TECH,2024,0.836,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"4 recordable cases (0 days-away, 4 restricted) / 956407 hours at 3 establishments, 641 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
TEL,2022,0.491,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"40 recordable cases (12 days-away, 13 restricted) / 16301578 hours at 40 establishments, 8643 avg employees; matched by ein 0, sec name 40, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
TEL,2023,0.533,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"39 recordable cases (14 days-away, 5 restricted) / 14645519 hours at 39 establishments, 7755 avg employees; matched by ein 0, sec name 38, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
TEL,2024,0.354,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"25 recordable cases (11 days-away, 4 restricted) / 14133591 hours at 38 establishments, 7453 avg employees; matched by ein 0, sec name 37, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
