ticker,year,value,source,source_url,retrieved,note
A,2022,0.715,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"34 recordable cases (10 days-away, 10 restricted) / 9516000 hours at 19 establishments, 4758 avg employees; matched by ein 17, sec name 2, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
A,2023,1.029,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"49 recordable cases (16 days-away, 19 restricted) / 9520000 hours at 17 establishments, 4759 avg employees; matched by ein 16, sec name 1, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
A,2024,0.869,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"36 recordable cases (18 days-away, 6 restricted) / 8282000 hours at 15 establishments, 4141 avg employees; matched by ein 14, sec name 1, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AAPL,2022,4.888,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"24 recordable cases (21 days-away, 2 restricted) / 982000 hours at 11 establishments, 491 avg employees; matched by ein 11, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AAPL,2023,0.768,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"7 recordable cases (3 days-away, 2 restricted) / 1824000 hours at 16 establishments, 912 avg employees; matched by ein 0, sec name 16, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ABBV,2022,0.587,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"40 recordable cases (6 days-away, 17 restricted) / 13628463 hours at 12 establishments, 6480 avg employees; matched by ein 1, sec name 11, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ABBV,2023,0.21,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"81 recordable cases (28 days-away, 7 restricted) / 77303043 hours at 10 establishments, 38038 avg employees; matched by ein 2, sec name 8, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ABBV,2024,0.229,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"72 recordable cases (20 days-away, 16 restricted) / 62887640 hours at 19 establishments, 31281 avg employees; matched by ein 1, sec name 18, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ABT,2022,0.539,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"112 recordable cases (33 days-away, 48 restricted) / 41593393 hours at 20 establishments, 20770 avg employees; matched by ein 15, sec name 2, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
ABT,2023,0.489,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"73 recordable cases (27 days-away, 14 restricted) / 29826813 hours at 13 establishments, 14495 avg employees; matched by ein 13, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ABT,2024,0.594,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"85 recordable cases (23 days-away, 31 restricted) / 28615101 hours at 13 establishments, 13722 avg employees; matched by ein 12, sec name 0, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
ADI,2022,0.646,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"36 recordable cases (20 days-away, 5 restricted) / 11137563 hours at 24 establishments, 5563 avg employees; matched by ein 18, sec name 6, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ADI,2023,0.514,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"35 recordable cases (21 days-away, 5 restricted) / 13608566 hours at 27 establishments, 6851 avg employees; matched by ein 10, sec name 17, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ADI,2024,0.574,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"32 recordable cases (19 days-away, 4 restricted) / 11158435 hours at 21 establishments, 6326 avg employees; matched by ein 7, sec name 14, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ADM,2022,1.34,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"222 recordable cases (46 days-away, 88 restricted) / 33133044 hours at 351 establishments, 15381 avg employees; matched by ein 177, sec name 1, ex-21 subsidiary 173; sites listed in social/raw/osha_establishments.csv"
ADM,2023,1.071,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"156 recordable cases (44 days-away, 42 restricted) / 29135100 hours at 146 establishments, 14035 avg employees; matched by ein 74, sec name 1, ex-21 subsidiary 71; sites listed in social/raw/osha_establishments.csv"
ADM,2024,1.117,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"187 recordable cases (40 days-away, 51 restricted) / 33475681 hours at 152 establishments, 15389 avg employees; matched by ein 73, sec name 3, ex-21 subsidiary 76; sites listed in social/raw/osha_establishments.csv"
ADP,2022,0.235,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"55 recordable cases (2 days-away, 0 restricted) / 46807299 hours at 100 establishments, 33959 avg employees; matched by ein 0, sec name 100, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ADP,2023,0.315,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"73 recordable cases (5 days-away, 0 restricted) / 46390265 hours at 110 establishments, 33786 avg employees; matched by ein 0, sec name 110, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ADP,2024,0.339,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"75 recordable cases (8 days-away, 0 restricted) / 44196290 hours at 106 establishments, 35048 avg employees; matched by ein 0, sec name 106, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AEE,2022,1.032,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"3 recordable cases (2 days-away, 1 restricted) / 581327 hours at 4 establishments, 289 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 4; sites listed in social/raw/osha_establishments.csv"
AEE,2023,2.071,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"6 recordable cases (4 days-away, 1 restricted) / 579490 hours at 4 establishments, 287 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 4; sites listed in social/raw/osha_establishments.csv"
AEE,2024,0.17,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"4 recordable cases (2 days-away, 1 restricted) / 4693535 hours at 126 establishments, 2291 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 126; sites listed in social/raw/osha_establishments.csv"
AEP,2022,2.914,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"12 recordable cases (5 days-away, 1 restricted) / 823738 hours at 2 establishments, 437 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 2; sites listed in social/raw/osha_establishments.csv"
AEP,2023,3.459,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"16 recordable cases (2 days-away, 1 restricted) / 925139 hours at 3 establishments, 464 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
AEP,2024,1.2,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"6 recordable cases (2 days-away, 1 restricted) / 999882 hours at 3 establishments, 532 avg employees; matched by ein 0, sec name 0, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
AES,2022,1.0,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"10 recordable cases (1 days-away, 0 restricted) / 2000533 hours at 6 establishments, 970 avg employees; matched by ein 3, sec name 0, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
AES,2023,0.655,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"6 recordable cases (1 days-away, 2 restricted) / 1830688 hours at 4 establishments, 888 avg employees; matched by ein 1, sec name 0, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
AES,2024,0.317,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"4 recordable cases (0 days-away, 3 restricted) / 2527535 hours at 7 establishments, 1210 avg employees; matched by ein 5, sec name 0, ex-21 subsidiary 2; sites listed in social/raw/osha_establishments.csv"
AIZ,2022,3.825,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"37 recordable cases (7 days-away, 16 restricted) / 1934552 hours at 2 establishments, 825 avg employees; matched by ein 1, sec name 0, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
ALB,2022,0.0,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"0 recordable cases (0 days-away, 0 restricted) / 3604967 hours at 10 establishments, 1782 avg employees; matched by ein 5, sec name 3, ex-21 subsidiary 2; sites listed in social/raw/osha_establishments.csv"
ALB,2023,0.335,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"8 recordable cases (3 days-away, 1 restricted) / 4772448 hours at 11 establishments, 2161 avg employees; matched by ein 5, sec name 3, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
ALB,2024,0.053,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"1 recordable cases (0 days-away, 0 restricted) / 3799786 hours at 9 establishments, 1896 avg employees; matched by ein 4, sec name 1, ex-21 subsidiary 4; sites listed in social/raw/osha_establishments.csv"
ALGN,2023,0.088,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"1 recordable cases (0 days-away, 1 restricted) / 2276432 hours at 3 establishments, 1539 avg employees; matched by ein 1, sec name 2, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ALLE,2022,1.894,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"71 recordable cases (22 days-away, 16 restricted) / 7498924 hours at 35 establishments, 3676 avg employees; matched by ein 0, sec name 6, ex-21 subsidiary 29; sites listed in social/raw/osha_establishments.csv"
ALLE,2023,2.414,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"78 recordable cases (22 days-away, 30 restricted) / 6462763 hours at 35 establishments, 3069 avg employees; matched by ein 0, sec name 6, ex-21 subsidiary 29; sites listed in social/raw/osha_establishments.csv"
ALLE,2024,2.013,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"43 recordable cases (10 days-away, 18 restricted) / 4271220 hours at 10 establishments, 2231 avg employees; matched by ein 0, sec name 6, ex-21 subsidiary 4; sites listed in social/raw/osha_establishments.csv"
AMAT,2022,0.609,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"108 recordable cases (25 days-away, 45 restricted) / 35446400 hours at 21 establishments, 16172 avg employees; matched by ein 20, sec name 1, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AMAT,2023,0.566,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"84 recordable cases (27 days-away, 39 restricted) / 29699800 hours at 24 establishments, 14285 avg employees; matched by ein 0, sec name 24, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AMAT,2024,0.527,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"93 recordable cases (29 days-away, 43 restricted) / 35264670 hours at 32 establishments, 15828 avg employees; matched by ein 32, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AMCR,2022,1.128,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"72 recordable cases (25 days-away, 20 restricted) / 12766219 hours at 26 establishments, 5999 avg employees; matched by ein 0, sec name 18, ex-21 subsidiary 8; sites listed in social/raw/osha_establishments.csv"
AMCR,2023,1.118,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"56 recordable cases (19 days-away, 12 restricted) / 10020110 hours at 23 establishments, 4853 avg employees; matched by ein 0, sec name 15, ex-21 subsidiary 8; sites listed in social/raw/osha_establishments.csv"
AMCR,2024,1.171,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"57 recordable cases (18 days-away, 11 restricted) / 9737545 hours at 21 establishments, 4817 avg employees; matched by ein 0, sec name 12, ex-21 subsidiary 9; sites listed in social/raw/osha_establishments.csv"
AME,2022,1.402,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"117 recordable cases (33 days-away, 42 restricted) / 16684809 hours at 87 establishments, 8640 avg employees; matched by ein 14, sec name 73, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AME,2023,2.117,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"55 recordable cases (11 days-away, 22 restricted) / 5195206 hours at 28 establishments, 2612 avg employees; matched by ein 12, sec name 10, ex-21 subsidiary 6; sites listed in social/raw/osha_establishments.csv"
AME,2024,1.656,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"24 recordable cases (6 days-away, 9 restricted) / 2898030 hours at 16 establishments, 1501 avg employees; matched by ein 10, sec name 0, ex-21 subsidiary 6; sites listed in social/raw/osha_establishments.csv"
AMGN,2022,0.235,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"23 recordable cases (6 days-away, 8 restricted) / 19571868 hours at 5 establishments, 9786 avg employees; matched by ein 0, sec name 4, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
AMGN,2023,0.29,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"28 recordable cases (12 days-away, 4 restricted) / 19304138 hours at 6 establishments, 9652 avg employees; matched by ein 0, sec name 5, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
AMGN,2024,0.165,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"25 recordable cases (7 days-away, 8 restricted) / 30269596 hours at 10 establishments, 15134 avg employees; matched by ein 0, sec name 9, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
AMT,2022,0.256,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"5 recordable cases (1 days-away, 0 restricted) / 3912473 hours at 13 establishments, 2195 avg employees; matched by ein 13, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AMT,2023,0.054,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"1 recordable cases (1 days-away, 0 restricted) / 3729894 hours at 1 establishments, 1725 avg employees; matched by ein 1, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AMT,2024,0.378,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"7 recordable cases (3 days-away, 2 restricted) / 3701396 hours at 1 establishments, 1896 avg employees; matched by ein 1, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AMZN,2022,6.908,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"38840 recordable cases (9388 days-away, 27308 restricted) / 1124556272 hours at 1102 establishments, 722317 avg employees; matched by ein 0, sec name 10, ex-21 subsidiary 1092; sites listed in social/raw/osha_establishments.csv"
AMZN,2023,6.474,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"38442 recordable cases (8092 days-away, 28155 restricted) / 1187572298 hours at 1053 establishments, 738273 avg employees; matched by ein 0, sec name 7, ex-21 subsidiary 1046; sites listed in social/raw/osha_establishments.csv"
AMZN,2024,5.995,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"39163 recordable cases (7645 days-away, 29141 restricted) / 1306537905 hours at 1111 establishments, 815763 avg employees; matched by ein 0, sec name 4, ex-21 subsidiary 1107; sites listed in social/raw/osha_establishments.csv"
AOS,2022,2.349,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"60 recordable cases (10 days-away, 21 restricted) / 5107726 hours at 5 establishments, 2589 avg employees; matched by ein 1, sec name 4, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AOS,2023,2.793,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"69 recordable cases (16 days-away, 28 restricted) / 4941128 hours at 4 establishments, 2644 avg employees; matched by ein 1, sec name 2, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
AOS,2024,2.138,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"68 recordable cases (14 days-away, 32 restricted) / 6360955 hours at 8 establishments, 3154 avg employees; matched by ein 1, sec name 6, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
APD,2022,0.839,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"25 recordable cases (6 days-away, 7 restricted) / 5955938 hours at 43 establishments, 2758 avg employees; matched by ein 43, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
APD,2023,0.979,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"27 recordable cases (6 days-away, 10 restricted) / 5514177 hours at 41 establishments, 2384 avg employees; matched by ein 41, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
APD,2024,0.97,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"26 recordable cases (5 days-away, 7 restricted) / 5362522 hours at 44 establishments, 2545 avg employees; matched by ein 40, sec name 3, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
APH,2022,2.196,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"98 recordable cases (39 days-away, 18 restricted) / 8923812 hours at 30 establishments, 4607 avg employees; matched by ein 5, sec name 1, ex-21 subsidiary 24; sites listed in social/raw/osha_establishments.csv"
APH,2023,2.018,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"130 recordable cases (57 days-away, 26 restricted) / 12881946 hours at 42 establishments, 6154 avg employees; matched by ein 5, sec name 5, ex-21 subsidiary 32; sites listed in social/raw/osha_establishments.csv"
APH,2024,2.5,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"114 recordable cases (46 days-away, 43 restricted) / 9119711 hours at 30 establishments, 4692 avg employees; matched by ein 3, sec name 2, ex-21 subsidiary 25; sites listed in social/raw/osha_establishments.csv"
APTV,2022,2.903,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"30 recordable cases (17 days-away, 8 restricted) / 2066482 hours at 6 establishments, 1121 avg employees; matched by ein 0, sec name 3, ex-21 subsidiary 3; sites listed in social/raw/osha_establishments.csv"
APTV,2023,4.611,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"33 recordable cases (13 days-away, 12 restricted) / 1431225 hours at 5 establishments, 810 avg employees; matched by ein 0, sec name 4, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
APTV,2024,4.438,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"29 recordable cases (14 days-away, 6 restricted) / 1306766 hours at 5 establishments, 681 avg employees; matched by ein 0, sec name 3, ex-21 subsidiary 2; sites listed in social/raw/osha_establishments.csv"
ARE,2022,0.0,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"0 recordable cases (0 days-away, 0 restricted) / 749399 hours at 7 establishments, 554 avg employees; matched by ein 7, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ARE,2023,0.615,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"3 recordable cases (1 days-away, 0 restricted) / 975352 hours at 7 establishments, 543 avg employees; matched by ein 7, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ARE,2024,1.074,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"5 recordable cases (1 days-away, 0 restricted) / 931367 hours at 7 establishments, 521 avg employees; matched by ein 7, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ATO,2022,2.9,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"129 recordable cases (76 days-away, 8 restricted) / 8897621 hours at 148 establishments, 4515 avg employees; matched by ein 148, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ATO,2023,3.156,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"145 recordable cases (75 days-away, 9 restricted) / 9187603 hours at 148 establishments, 4960 avg employees; matched by ein 148, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
ATO,2024,2.904,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"154 recordable cases (89 days-away, 23 restricted) / 10605010 hours at 147 establishments, 5655 avg employees; matched by ein 147, sec name 0, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AVGO,2022,0.309,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"23 recordable cases (9 days-away, 2 restricted) / 14870000 hours at 19 establishments, 7435 avg employees; matched by ein 0, sec name 19, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AVGO,2023,0.226,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"17 recordable cases (6 days-away, 1 restricted) / 15046000 hours at 19 establishments, 7523 avg employees; matched by ein 0, sec name 19, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AVGO,2024,0.21,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"15 recordable cases (7 days-away, 1 restricted) / 14278000 hours at 18 establishments, 7139 avg employees; matched by ein 0, sec name 18, ex-21 subsidiary 0; sites listed in social/raw/osha_establishments.csv"
AVY,2022,1.364,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"48 recordable cases (12 days-away, 16 restricted) / 7039948 hours at 31 establishments, 3666 avg employees; matched by ein 23, sec name 7, ex-21 subsidiary 1; sites listed in social/raw/osha_establishments.csv"
AVY,2023,0.639,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"23 recordable cases (8 days-away, 8 restricted) / 7201757 hours at 30 establishments, 3682 avg employees; matched by ein 21, sec name 7, ex-21 subsidiary 2; sites listed in social/raw/osha_establishments.csv"
AVY,2024,0.87,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"22 recordable cases (11 days-away, 5 restricted) / 5058343 hours at 27 establishments, 2605 avg employees; matched by ein 18, sec name 5, ex-21 subsidiary 4; sites listed in social/raw/osha_establishments.csv"
AWK,2022,1.346,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA-data-cy2022.zip,2026-09-12,"46 recordable cases (17 days-away, 8 restricted) / 6836339 hours at 59 establishments, 3530 avg employees; matched by ein 0, sec name 2, ex-21 subsidiary 57; sites listed in social/raw/osha_establishments.csv"
AWK,2023,1.428,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2023_through_12-31-2024.zip,2026-09-12,"36 recordable cases (16 days-away, 2 restricted) / 5042970 hours at 51 establishments, 2590 avg employees; matched by ein 0, sec name 1, ex-21 subsidiary 50; sites listed in social/raw/osha_establishments.csv"
AWK,2024,0.62,OSHA ITA Form 300A summary data,https://www.osha.gov/sites/default/files/ITA_300A_Summary_Data_2024_through_12-31-2025.zip,2026-09-12,"15 recordable cases (4 days-away, 1 restricted) / 4835488 hours at 58 establishments, 2532 avg employees; matched by ein 0, sec name 4, ex-21 subsidiary 54; sites listed in social/raw/osha_establishments.csv"
