tag,year,cik,start,end,val,accn,url
Revenues,2025,1571996,2025-02-01,2026-01-30,113538000000,0001571996-26-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1585689,2025-01-01,2025-12-31,12039000000,0001585689-26-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1601046,2024-11-01,2025-10-31,5375000000,0001601046-25-000127,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1633917,2025-01-01,2025-12-31,33172000000,0001633917-26-000024,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1645590,2024-11-01,2025-10-31,34296000000,0001645590-25-000130,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1652044,2025-01-01,2025-12-31,402836000000,0001652044-26-000018,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1679788,2025-01-01,2025-12-31,7181325000,0001679788-26-000015,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1687229,2025-01-01,2025-12-31,2729296000,0001687229-26-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1692819,2025-01-01,2025-12-31,17738000000,0001692819-26-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1705696,2025-01-01,2025-12-31,4006116000,0001705696-26-000034,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1711269,2025-01-01,2025-12-31,5961600000,0001711269-26-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1739940,2025-01-01,2025-12-31,274900000000,0001739940-26-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1744489,2024-09-29,2025-09-27,94425000000,0001744489-25-000155,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1751008,2025-01-01,2025-12-31,5480717000,0001751008-26-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1751788,2025-01-01,2025-12-31,39968000000,0001751788-26-000018,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1755672,2025-01-01,2025-12-31,17401000000,0001755672-26-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1757898,2025-04-01,2026-03-31,5935900000,0001628280-26-039136,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1783879,2025-01-01,2025-12-31,4473000000,0001783879-26-000029,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1792044,2025-01-01,2025-12-31,14299900000,0001792044-26-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1858681,2025-01-01,2025-12-31,32049000000,0001858681-26-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1868275,2025-01-01,2025-12-31,25533000000,0001868275-26-000032,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1964738,2025-01-01,2025-12-31,8325000000,0001964738-26-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1973266,2025-01-01,2025-12-31,4735151000,0001193125-26-071651,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,1996862,2025-01-01,2025-12-31,70329000000,0001628280-26-009842,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
Revenues,2025,2011641,2024-08-01,2025-07-31,30762000000,0002011641-26-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/Revenues/USD/CY2025.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,1800,2019-01-01,2019-12-31,31904000000,0001104659-22-025141,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,2488,2018-12-30,2019-12-28,6731000000,0000002488-22-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,4127,2018-09-29,2019-09-27,3376800000,0000004127-21-000058,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,4281,2019-01-01,2019-12-31,7098000000,0000004281-22-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,4962,2019-01-01,2019-12-31,28159000000,0000004962-22-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,6281,2018-11-04,2019-11-02,5991065000,0000006281-21-000294,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,6951,2018-10-29,2019-10-27,14608000000,0000006951-21-000043,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,8670,2018-07-01,2019-06-30,14110200000,0000008670-21-000027,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,8818,2018-12-30,2019-12-28,7070100000,0001193125-22-049910,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,10456,2019-01-01,2019-12-31,11362000000,0001628280-22-003432,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,12927,2019-01-01,2019-12-31,76559000000,0000012927-20-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,14693,2019-05-01,2020-04-30,3363000000,0000014693-22-000069,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,16918,2019-03-01,2020-02-29,8343500000,0000016918-22-000069,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,21076,2018-07-01,2019-06-30,6214000000,0000021076-21-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,21665,2019-01-01,2019-12-31,15693000000,0000021665-22-000003,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,24545,2019-01-01,2019-12-31,13009100000,0000024545-22-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,27419,2019-02-03,2020-02-01,78112000000,0000027419-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,27904,2019-01-01,2019-12-31,47007000000,0000027904-22-000003,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,29534,2019-02-02,2020-01-31,27753973000,0001558370-22-003921,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,29905,2019-01-01,2019-12-31,7136397000,0000029905-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,31462,2019-01-01,2019-12-31,12562000000,0001558370-22-002059,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,31791,2018-12-31,2019-12-29,2883673000,0000031791-22-000003,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,32604,2018-10-01,2019-09-30,18372000000,0000032604-21-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,33185,2019-01-01,2019-12-31,3507600000,0000033185-22-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,33213,2019-01-01,2019-12-31,3791414000,0000033213-22-000015,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,37996,2019-01-01,2019-12-31,155900000000,0000037996-22-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,38777,2018-10-01,2019-09-30,5669400000,0000038777-21-000205,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,40533,2019-01-01,2019-12-31,39350000000,0000040533-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,40704,2019-05-27,2020-05-31,17626600000,0001193125-22-185257,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,40987,2019-01-01,2019-12-31,17522234000,0000040987-22-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,47111,2019-01-01,2019-12-31,7986252000,0000047111-22-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,48898,2019-01-01,2019-12-31,3946600000,0001628280-22-002255,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,49196,2019-01-01,2019-12-31,939000000,0000049196-22-000023,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,49826,2019-01-01,2019-12-31,14109000000,0000049826-22-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,50863,2018-12-30,2019-12-28,71965000000,0000050863-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,51253,2019-01-01,2019-12-31,5140000000,0000051253-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,51434,2019-01-01,2019-12-31,18317000000,0000051434-22-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,56873,2019-02-03,2020-02-01,122286000000,0001558370-22-004595,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,60086,2019-01-01,2019-12-31,3870000000,0000060086-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,60667,2019-02-02,2020-01-31,72148000000,0000060667-22-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,62996,2019-01-01,2019-12-31,6707000000,0000062996-22-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,64040,2019-01-01,2019-12-31,6699000000,0000064040-22-000055,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,65984,2019-01-01,2019-12-31,10878673000,0000065984-22-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,66740,2019-01-01,2019-12-31,32136000000,0000066740-22-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,68505,2019-01-01,2019-12-31,7887000000,0000068505-22-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,72331,2018-11-01,2019-10-31,2194226000,0000072331-21-000079,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,73124,2019-01-01,2019-12-31,3852100000,0000073124-22-000071,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,73309,2019-01-01,2019-12-31,22588858000,0001564590-22-007679,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,74208,2019-01-01,2019-12-31,14055000,0000074208-22-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,75677,2019-01-01,2019-12-31,6964300000,0000950170-22-001913,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,76334,2018-07-01,2019-06-30,14320324000,0000076334-21-000187,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,77360,2019-01-01,2019-12-31,2957200000,0000077360-22-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,78003,2019-01-01,2019-12-31,40905000000,0000078003-22-000027,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,79879,2019-01-01,2019-12-31,15146000000,0000079879-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,84839,2019-01-01,2019-12-31,2015477000,0000084839-22-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,87347,2019-01-01,2019-12-31,32917000000,0001564590-22-002421,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,89800,2019-01-01,2019-12-31,17900800000,0000089800-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,91142,2019-01-01,2019-12-31,2992700000,0000091142-22-000028,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,91440,2018-12-30,2019-12-28,3708300000,0000091440-21-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,91576,2019-01-01,2019-12-31,1302000000,0000091576-20-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,92380,2019-01-01,2019-12-31,22428000000,0000092380-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,93410,2019-01-01,2019-12-31,139865000000,0000093410-22-000019,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,96021,2019-06-30,2020-06-27,52893310000,0000096021-22-000151,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,97476,2019-01-01,2019-12-31,14383000000,0000097476-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,97745,2019-01-01,2019-12-31,25542000000,0000097745-22-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,100517,2019-01-01,2019-12-31,43259000000,0000100517-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,100885,2019-01-01,2019-12-31,21708000000,0001437749-22-002494,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,104169,2019-02-01,2020-01-31,519926000000,0000104169-22-000012,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,105770,2019-01-01,2019-12-31,1839900000,0001628280-22-003342,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,107263,2019-01-01,2019-12-31,8140000000,0000107263-22-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,200406,2018-12-31,2019-12-29,82059000000,0000200406-22-000022,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,202058,2018-12-29,2020-01-03,12856000000,0000202058-22-000015,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,217346,2018-12-30,2020-01-04,13630000000,0001104659-20-024773,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,277135,2019-01-01,2019-12-31,11486000000,0000277135-22-000012,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,277948,2019-01-01,2019-12-31,11937000000,0000277948-22-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,313616,2019-01-01,2019-12-31,17911000000,0000313616-22-000061,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,313927,2019-01-01,2019-12-31,4357700000,0001564590-22-005528,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,315293,2019-01-01,2019-12-31,11013000000,0001628280-22-003180,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,318154,2019-01-01,2019-12-31,23362000000,0000318154-22-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,319201,2018-07-01,2019-06-30,4568904000,0000319201-21-000029,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,320187,2019-06-01,2020-05-31,37403000000,0000320187-22-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,320193,2018-09-30,2019-09-28,260174000000,0000320193-21-000105,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,352541,2019-01-01,2019-12-31,3648000000,0000352541-22-000020,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,352915,2019-01-01,2019-12-31,11378259000,0001564590-22-006717,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,354190,2019-01-01,2019-12-31,7195000000,0001564590-22-005714,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,354950,2019-02-04,2020-02-02,110225000000,0000354950-22-000070,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,702165,2019-01-01,2019-12-31,11296000000,0000702165-22-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,707549,2019-07-01,2020-06-28,10044736000,0000707549-22-000107,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,711404,2018-11-01,2019-10-31,2653400000,0000711404-21-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,713676,2019-01-01,2019-12-31,16839000000,0000713676-22-000019,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,715957,2019-01-01,2019-12-31,13745000000,0001564590-22-006589,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,719955,2019-02-04,2020-02-02,5898008000,0001628280-22-007494,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,723125,2018-08-31,2019-08-29,23406000000,0000723125-21-000065,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,723254,2019-06-01,2020-05-31,7085120000,0000723254-22-000019,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,723531,2019-06-01,2020-05-31,3953600000,0000950170-22-012734,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,745732,2019-02-03,2020-02-01,16039073000,0000745732-22-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,746515,2019-01-01,2019-12-31,7942417000,0001564590-22-010381,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
RevenueFromContractWithCustomerExcludingAssessedTax,2019,749251,2019-01-01,2019-12-31,4245321000,0000749251-22-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2019.json
