tag,year,cik,start,end,val,accn,url
RevenueFromContractWithCustomerExcludingAssessedTax,2020,860731,2020-01-01,2020-12-31,1116663000,0000860731-23-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,864749,2020-01-04,2021-01-01,3147700000,0000864749-23-000012,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,865752,2020-01-01,2020-12-31,4598638000,0001104659-23-027245,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,866374,2020-04-01,2021-03-31,24124000000,0000866374-23-000028,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,872589,2020-01-01,2020-12-31,8497100000,0001804220-23-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,874716,2020-01-01,2020-12-31,2706655000,0000874716-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,874766,2020-01-01,2020-12-31,1360000000,0000874766-23-000023,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,875320,2020-01-01,2020-12-31,6205700000,0000875320-23-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,877212,2020-01-01,2020-12-31,4448000000,0000877212-23-000025,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,879169,2020-01-01,2020-12-31,2666702000,0000879169-23-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,882095,2020-01-01,2020-12-31,24689000000,0000882095-23-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,882835,2020-01-01,2020-12-31,4022400000,0000882835-23-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,883241,2019-11-01,2020-10-31,3685281000,0000883241-22-000017,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,884887,2020-01-01,2020-12-31,2208805000,0000884887-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,885725,2020-01-01,2020-12-31,9913000000,0000885725-23-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,896878,2019-08-01,2020-07-31,7679000000,0000896878-22-000028,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,898173,2020-01-01,2020-12-31,11604493000,0000898173-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,898293,2019-09-01,2020-08-31,27266000000,0001193125-22-268383,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,906345,2020-01-01,2020-12-31,10800000,0000906345-23-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,909832,2019-09-02,2020-08-30,166761000000,0000909832-22-000021,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,910521,2020-04-01,2021-03-31,2545641000,0000910521-23-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,914208,2020-01-01,2020-12-31,6145600000,0000914208-23-000297,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,916076,2020-01-01,2020-12-31,4729900000,0000950170-23-004361,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,920522,2020-01-01,2020-12-31,9598000,0000920522-23-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,922224,2020-01-01,2020-12-31,5429000000,0000922224-23-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,922621,2020-01-01,2020-12-31,2536489000,0000922621-23-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,927628,2020-01-01,2020-12-31,3737000000,0000927628-23-000117,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,927653,2020-04-01,2021-03-31,238228000000,0000927653-23-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,935703,2020-02-02,2021-01-30,25508400000,0000935703-23-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,940944,2020-06-01,2021-05-30,7196100000,0000940944-23-000037,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,943452,2020-01-01,2020-12-31,7556000000,0001628280-23-003675,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,943819,2019-07-01,2020-06-30,2957013000,0000943819-22-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,946581,2020-04-01,2021-03-31,3372800000,0001628280-23-019851,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1000228,2019-12-29,2020-12-26,10119000000,0001000228-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1000697,2020-01-01,2020-12-31,2365365000,0001193125-23-050827,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1001250,2019-07-01,2020-06-30,14294000000,0001001250-22-000122,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1002047,2020-05-01,2021-04-30,5744000000,0000950170-23-027948,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1013237,2019-09-01,2020-08-31,1494111000,0001013237-22-000159,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1013871,2020-01-01,2020-12-31,8690000000,0001013871-23-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1018724,2020-01-01,2020-12-31,386064000000,0001018724-23-000004,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1020569,2020-01-01,2020-12-31,4147270000,0001020569-23-000043,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1022079,2020-01-01,2020-12-31,9437000000,0001022079-23-000018,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1022671,2020-01-01,2020-12-31,9587691000,0001558370-23-002303,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1024478,2019-10-01,2020-09-30,6329800000,0001024478-22-000093,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1031296,2020-01-01,2020-12-31,10701000000,0001031296-22-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1032208,2020-01-01,2020-12-31,10310000000,0001032208-23-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1034054,2020-01-01,2020-12-31,128666000,0001034054-23-000002,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1035267,2020-01-01,2020-12-31,4358400000,0001035267-23-000019,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1035983,2020-01-01,2020-12-31,2856659000,0001558370-21-001828,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1037646,2020-01-01,2020-12-31,3085177000,0001037646-23-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1043277,2020-01-01,2020-12-31,16207106000,0001043277-23-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1045810,2020-01-27,2021-01-31,16675000000,0001045810-22-000036,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1047862,2020-01-01,2020-12-31,12026000000,0001047862-23-000038,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1048695,2019-10-01,2020-09-30,2350822000,0001048695-22-000033,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1048911,2020-06-01,2021-05-31,83959000000,0000950170-23-033201,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1050915,2020-01-01,2020-12-31,11202672000,0001050915-23-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1051470,2020-01-01,2020-12-31,520000000,0001051470-23-000041,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1053507,2020-01-01,2020-12-31,495700000,0001053507-23-000023,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1057352,2020-01-01,2020-12-31,1659019000,0001057352-23-000030,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1058290,2020-01-01,2020-12-31,16652000000,0001058290-23-000027,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1059556,2020-01-01,2020-12-31,5371000000,0001059556-23-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1060391,2020-01-01,2020-12-31,10153600000,0001060391-23-000008,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1065088,2020-01-01,2020-12-31,8894000000,0001065088-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1067701,2020-01-01,2020-12-31,1994000000,0001067701-23-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1067983,2020-01-01,2020-12-31,166733000000,0000950170-23-004451,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1069183,2020-01-01,2020-12-31,681003000,0001558370-23-002413,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1070750,2020-01-01,2020-12-31,1620000000,0000950170-23-003778,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1071739,2020-01-01,2020-12-31,103800000000,0001071739-23-000047,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1090012,2020-01-01,2020-12-31,4673000000,0000950170-23-002852,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1090727,2020-01-01,2020-12-31,84628000000,0001090727-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1090872,2019-11-01,2020-10-31,5339000000,0001090872-22-000026,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1093557,2020-01-01,2020-12-31,1926700000,0001093557-23-000024,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1094285,2019-12-30,2021-01-03,3086200000,0001094285-23-000053,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1097149,2020-01-01,2020-12-31,2471941000,0001097149-23-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1097864,2020-01-01,2020-12-31,5255000000,0001628280-23-002350,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1099219,2020-01-01,2020-12-31,1354000000,0001099219-23-000045,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1099800,2020-01-01,2020-12-31,4386300000,0001099800-23-000005,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1100682,2019-12-29,2020-12-26,2923933000,0001100682-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1101239,2020-01-01,2020-12-31,5998545000,0001628280-23-004039,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1108524,2020-02-01,2021-01-31,21252000000,0001108524-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1111711,2020-01-01,2020-12-31,4473200000,0001111711-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1113169,2020-01-01,2020-12-31,6206700000,0001113169-23-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1120193,2020-01-01,2020-12-31,5625000000,0001120193-23-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1121788,2019-12-29,2020-12-26,4186573000,0000950170-23-003566,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1123360,2020-01-01,2020-12-31,7423558000,0001123360-23-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1130310,2020-01-01,2020-12-31,7350000000,0001130310-23-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1136869,2020-01-01,2020-12-31,6127500000,0000950170-23-004264,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1136893,2020-01-01,2020-12-31,12552000000,0001136893-23-000028,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1137789,2019-06-29,2020-07-03,10509000000,0001137789-22-000055,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1138118,2020-01-01,2020-12-31,23170119000,0001138118-23-000009,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1140536,2020-01-01,2020-12-31,8554000000,0000950170-23-004303,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1141391,2020-01-01,2020-12-31,23616000000,0001141391-22-000023,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1145197,2020-01-01,2020-12-31,904400000,0001145197-23-000020,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1163165,2020-01-01,2020-12-31,13662000000,0001163165-23-000006,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1164727,2020-01-01,2020-12-31,11497000000,0001164727-23-000035,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1176948,2020-01-01,2020-12-31,1764046000,0001628280-23-005081,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1260221,2019-10-01,2020-09-30,5103000000,0001260221-22-000065,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1262039,2020-01-01,2020-12-31,2594400000,0001262039-23-000010,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1280452,2020-01-01,2020-12-31,844452000,0001437749-23-004540,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1283699,2020-01-01,2020-12-31,68397000000,0001283699-23-000016,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1285785,2020-01-01,2020-12-31,8681700000,0001618034-23-000003,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1289490,2020-01-01,2020-12-31,52129000,0001628280-23-005628,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1316835,2020-01-01,2020-12-31,8558874000,0000950170-23-004939,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1321655,2020-01-01,2020-12-31,1092673000,0001321655-23-000011,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1324424,2020-01-01,2020-12-31,5199000000,0001324424-23-000007,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1326801,2020-01-01,2020-12-31,85965000000,0001326801-23-000013,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1327567,2019-08-01,2020-07-31,3408400000,0001327567-22-000028,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1327811,2020-02-01,2021-01-31,4317996000,0001327811-23-000024,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1336920,2020-01-04,2021-01-01,12197000000,0001336920-23-000015,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1341439,2020-06-01,2021-05-31,40479000000,0000950170-23-028914,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1373715,2020-01-01,2020-12-31,4519000000,0001373715-23-000035,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1375365,2019-07-01,2020-06-30,3339281000,0001375365-22-000103,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1381197,2020-01-01,2020-12-31,1287000000,0001381197-23-000014,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
RevenueFromContractWithCustomerExcludingAssessedTax,2020,1383312,2019-07-01,2020-06-30,4529000000,0001383312-22-000037,https://data.sec.gov/api/xbrl/frames/us-gaap/RevenueFromContractWithCustomerExcludingAssessedTax/USD/CY2020.json
